Type,Air_temperature_C,Process_temperature_C,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Failure Type
0,0.7065217391304359,0.6049382716049401,0.13678696158323633,0.5906593406593406,0.5968379446640316,0
2,0.4021739130434776,0.5925925925925917,0.09778812572759032,0.7280219780219779,0.5375494071146245,0
0,0.7065217391304359,0.4938271604938258,0.15948777648428414,0.5700549450549449,0.9209486166007904,4
2,0.9456521739130435,0.9259259259259229,0.05995343422584409,0.89010989010989,0.6363636363636364,2
0,0.4021739130434776,0.5185185185185155,0.14144353899883588,0.5618131868131868,0.37154150197628455,0
0,0.7608695652173925,0.7037037037036997,0.19557625145518054,0.4793956043956044,0.2569169960474308,0
1,0.46739130434782794,0.4567901234567868,0.06693830034924331,0.8008241758241758,0.32806324110671936,0
0,0.4782608695652155,0.41975308641975584,0.17753201396973228,0.489010989010989,0.49407114624505927,0
2,0.2500000000000018,0.4814814814814836,0.14610011641443543,0.6098901098901098,0.849802371541502,0
0,0.35869565217391486,0.4814814814814836,0.2165308498253784,0.43956043956043955,0.01976284584980237,0
0,0.4782608695652155,0.43209876543209713,0.27764842840512227,0.3708791208791209,0.541501976284585,0
0,0.46739130434782794,0.44444444444444553,0.2270081490104774,0.4258241758241758,0.45454545454545453,0
1,0.46739130434782794,0.6419753086419719,0.2689173457508731,0.35714285714285715,0.8142292490118577,0
0,0.77173913043478,0.567901234567902,0.18102444703143195,0.4450549450549451,0.45454545454545453,0
1,0.46739130434782794,0.40740740740740744,0.21594877764842846,0.4436813186813187,0.30039525691699603,0
0,0.8586956521739117,0.7037037037036997,0.04074505238649595,0.6978021978021978,0.8932806324110671,1
1,0.8043478260869552,0.6049382716049401,0.10535506402793948,0.6510989010989011,0.023715415019762844,1
2,0.5978260869565224,0.5802469135802433,0.14610011641443543,0.5851648351648351,0.7905138339920948,0
0,0.2500000000000018,0.4814814814814836,0.1938300349243307,0.6318681318681317,0.8774703557312252,3
0,0.17391304347825765,0.2592592592592613,0.1350407450523865,0.7321428571428571,0.7984189723320158,3
0,0.423913043478259,0.41975308641975584,0.17462165308498256,0.5741758241758241,0.007905138339920948,0
1,0.7499999999999987,0.7037037037036997,0.1536670547147847,0.5700549450549449,0.13043478260869565,0
1,0.663043478260867,0.6543209876543203,0.038416763678696175,0.7142857142857142,0.6007905138339921,0
0,0.44565217391304035,0.37037037037036935,0.22409778812572767,0.5343406593406593,0.5059288537549407,0
1,0.6956521739130421,0.6543209876543203,0.19615832363213048,0.4574175824175824,0.7509881422924901,0
1,0.27173913043478315,0.3333333333333304,0.2392316647264261,0.45054945054945056,0.6007905138339921,0
0,0.6847826086956545,0.6172839506172823,0.15192083818393487,0.5467032967032966,0.6956521739130435,0
1,0.33695652173912727,0.43209876543209713,0.18800931315483127,0.6510989010989011,0.05138339920948616,0
1,0.2282608695652142,0.37037037037036935,0.12456344586728763,0.6332417582417582,0.5968379446640316,0
0,0.8804347826086931,0.7654320987654284,0.07566938300349246,0.8255494505494505,0.23320158102766797,1
0,0.6956521739130421,0.5555555555555536,0.0948777648428406,0.7884615384615384,0.18577075098814227,1
0,0.7282608695652173,0.67901234567901,0.05937136204889415,0.8447802197802197,0.7193675889328063,3
1,0.05434782608695654,0.08641975308641747,0.09720605355064038,0.657967032967033,0.2727272727272727,0
2,0.4347826086956528,0.41975308641975584,0.22351571594877773,0.5068681318681318,0.4743083003952569,0
0,0.6847826086956545,0.6172839506172823,0.12339930151338774,0.6593406593406592,0.8537549407114624,3
1,0.5108695652173907,0.7037037037036997,0.17345750873108268,0.4835164835164835,0.49407114624505927,0
1,0.7608695652173925,0.6172839506172823,0.22759022118742733,0.41346153846153844,0.4703557312252964,0
2,0.423913043478259,0.3333333333333304,0.1280558789289873,0.6785714285714286,0.23320158102766797,0
0,0.3152173913043459,0.39506172839505904,0.09778812572759032,0.5659340659340659,0.2608695652173913,0
0,0.7173913043478235,0.5802469135802433,0.12107101280558796,0.7019230769230769,0.4980237154150197,1
2,0.7934782608695676,0.7160493827160481,0.26833527357392317,0.42032967032967034,0.901185770750988,4
0,0.06521739130434412,0.11111111111111427,0.22642607683352745,0.5123626373626373,0.44664031620553357,0
0,0.6739130434782608,0.6296296296296306,0.35913853317811417,0.2980769230769231,0.4743083003952569,0
2,0.4130434782608714,0.3209876543209891,0.14901047729918515,0.5439560439560439,0.06324110671936758,0
0,0.9673913043478248,0.9506172839506126,0.27706635622817233,0.38324175824175827,0.0909090909090909,0
2,0.3913043478260838,0.5555555555555536,0.21187427240977885,0.4656593406593407,0.6561264822134387,0
0,0.8913043478260869,0.8765432098765435,0.2072176949941793,0.489010989010989,0.3794466403162055,0
1,0.3260869565217397,0.2592592592592613,0.13038416763678706,0.6401098901098901,0.3992094861660079,0
0,0.2826086956521707,0.34567901234567877,0.17694994179278234,0.5673076923076923,0.27667984189723316,0
0,0.46739130434782794,0.4691358024691352,0.2339930151338766,0.43543956043956045,0.7470355731225296,5
1,0.6956521739130421,0.5185185185185155,0.1548311990686846,0.6057692307692307,0.7470355731225296,0
0,0.2934782608695645,0.23456790123457072,0.1641443538998837,0.6167582417582418,0.5454545454545454,0
0,0.7608695652173925,0.6296296296296306,0.1216530849825379,0.5975274725274724,0.08695652173913043,1
0,0.586956521739129,0.8148148148148149,0.3183934807916182,0.315934065934066,0.5770750988142292,0
1,0.576086956521741,0.5185185185185155,0.16356228172293374,0.5302197802197801,0.6679841897233201,0
0,0.26086956521738935,0.18518518518518423,0.16065192083818403,0.4972527472527473,0.06719367588932806,0
0,0.586956521739129,0.6543209876543203,0.09778812572759032,0.6799450549450549,0.26877470355731226,0
0,0.9239130434782621,0.8395061728395046,0.11874272409778819,0.5755494505494505,0.7114624505928854,0
0,0.4891304347826093,0.4567901234567868,0.1990686845168801,0.5315934065934066,0.5770750988142292,0
1,0.77173913043478,0.5432098765432123,0.11059371362048898,0.6978021978021978,0.24110671936758893,1
0,0.8260869565217366,0.6543209876543203,0.3795110593713621,0.28571428571428575,0.5059288537549407,0
0,0.2282608695652142,0.35802469135802717,0.1897555296856811,0.532967032967033,0.6363636363636364,0
2,0.6195652173913042,0.5308641975308639,0.025611175785797524,0.8804945054945055,0.11857707509881422,0
0,0.3043478260869583,0.40740740740740744,0.22642607683352745,0.44230769230769235,0.22134387351778656,0
1,0.5978260869565224,0.4814814814814836,0.13736903376018628,0.4793956043956044,0.17391304347826086,0
1,0.5326086956521721,0.5802469135802433,0.019790454016298087,0.7953296703296703,0.2924901185770751,0
1,0.34782608695652106,0.4814814814814836,0.19848661233993015,0.5975274725274724,0.007905138339920948,0
0,0.5217391304347845,0.6049382716049401,0.11990686845168808,0.5714285714285714,0.4703557312252964,0
0,0.46739130434782794,0.40740740740740744,0.14260768335273577,0.6140109890109889,0.6047430830039525,0
0,0.9347826086956497,0.9012345679012332,0.22293364377182778,0.4532967032967033,0.5533596837944663,0
0,0.3152173913043459,0.3209876543209891,0.17869615832363217,0.6332417582417582,0.18577075098814227,0
0,0.586956521739129,0.6172839506172823,0.15948777648428414,0.5412087912087912,0.19367588932806323,0
0,0.663043478260867,0.6049382716049401,0.23864959254947615,0.4010989010989011,0.7154150197628458,0
1,0.6739130434782608,0.5802469135802433,0.10593713620488943,0.7019230769230769,0.6047430830039525,0
0,0.5217391304347845,0.4691358024691352,0.22642607683352745,0.5054945054945055,0.23320158102766797,0
0,0.9021739130434807,0.7530864197530871,0.30675203725261935,0.3695054945054945,0.3557312252964427,0
0,0.2934782608695645,0.3209876543209891,0.11292200232828875,0.7280219780219779,0.8537549407114624,3
0,0.5326086956521721,0.4938271604938258,0.35098952270081496,0.3200549450549451,0.4110671936758893,0
0,0.4130434782608714,0.6172839506172823,0.08207217694994184,0.6497252747252747,0.7430830039525691,0
0,0.35869565217391486,0.3333333333333304,0.13329452852153667,0.5851648351648351,0.14229249011857706,0
1,0.38043478260869623,0.5432098765432123,0.04365541327124567,0.971153846153846,0.7667984189723319,2
0,0.05434782608695654,0.07407407407407618,0.09837019790454016,0.6978021978021978,0.3438735177865612,0
0,0.10869565217391353,0.17283950617284294,0.14610011641443543,0.6153846153846153,0.5612648221343873,0
0,0.38043478260869623,0.34567901234567877,0.20896391152502913,0.4450549450549451,0.011857707509881422,0
0,0.5543478260869534,0.5308641975308639,0.24039580908032598,0.36401098901098905,0.1660079051383399,0
0,0.3913043478260838,0.35802469135802717,0.20605355064027941,0.5851648351648351,0.007905138339920948,0
0,0.3913043478260838,0.37037037037036935,0.2270081490104774,0.5137362637362637,0.43478260869565216,0
1,0.663043478260867,0.6172839506172823,0.11641443538998841,0.8228021978021978,0.3636363636363636,2
0,0.7499999999999987,0.67901234567901,0.12398137369033768,0.6263736263736263,0.8181818181818181,0
1,0.9456521739130435,0.9259259259259229,0.19324796274738076,0.5054945054945055,0.49011857707509876,0
1,0.6195652173913042,0.7901234567901252,0.2887077997671712,0.3379120879120879,0.6640316205533596,0
1,0.5434782608695659,0.5061728395061742,0.26135040745052396,0.5082417582417581,0.6245059288537549,0
0,0.35869565217391486,0.4567901234567868,0.12048894062863802,0.7087912087912087,0.5731225296442687,0
1,0.5543478260869534,0.67901234567901,0.38591385331781136,0.2692307692307692,0.525691699604743,0
1,0.8043478260869552,0.6049382716049401,0.10535506402793948,0.6510989010989011,0.023715415019762844,1
0,0.2934782608695645,0.34567901234567877,0.31722933643771833,0.29532967032967034,0.49011857707509876,0
0,0.7608695652173925,0.7407407407407387,0.1990686845168801,0.4793956043956044,0.5573122529644269,0
1,0.7608695652173925,0.6419753086419719,0.11175785797438886,0.5521978021978021,0.26482213438735175,1
0,0.09782608695651973,0.13580246913580485,0.12863795110593723,0.6799450549450549,0.5217391304347826,0
0,0.7391304347826111,0.6172839506172823,0.11117578579743892,0.6249999999999999,0.16205533596837943,1
0,0.4999999999999969,0.44444444444444553,0.1763678696158324,0.5219780219780219,0.43083003952569165,0
0,0.2173913043478266,0.2962962962962994,0.26018626309662407,0.4340659340659341,0.8577075098814229,4
1,0.8804347826086931,0.7530864197530871,0.10069848661233993,0.5934065934065934,0.8300395256916996,1
2,0.6847826086956545,0.5925925925925917,0.2526193247962748,0.3914835164835165,0.007905138339920948,5
1,0.5108695652173907,0.4691358024691352,0.1495925494761351,0.5082417582417581,0.7035573122529644,0
0,0.18478260869565144,0.2592592592592613,0.08614668218859145,0.7884615384615384,0.7905138339920948,3
0,0.77173913043478,0.5555555555555536,0.10651920838183937,0.5673076923076923,0.6640316205533596,1
0,0.2173913043478266,0.283950617283951,0.20372526193247964,0.44230769230769235,0.23320158102766797,0
1,0.7499999999999987,0.6296296296296306,0.22933643771827716,0.4711538461538462,0.308300395256917,0
0,0.7499999999999987,0.7283950617283965,0.40977881257275917,0.228021978021978,0.7984189723320158,0
1,0.77173913043478,0.5432098765432123,0.1228172293364378,0.6195054945054944,0.4229249011857707,1
0,0.4999999999999969,0.5802469135802433,0.19150174621653093,0.5934065934065934,0.592885375494071,0
0,0.23913043478260798,0.34567901234567877,0.08032596041909201,0.6442307692307693,0.15019762845849802,0
1,0.3913043478260838,0.5432098765432123,0.08440046565774162,0.7280219780219779,0.6758893280632411,0
0,0.586956521739129,0.6543209876543203,0.14260768335273577,0.6620879120879121,0.35968379446640314,5
0,0.34782608695652106,0.37037037037036935,0.23690337601862632,0.41346153846153844,0.5059288537549407,0
1,0.1195652173913011,0.20987654320987392,0.1443538998835856,0.6346153846153846,0.8300395256916996,0
0,0.5434782608695659,0.4814814814814836,0.13736903376018628,0.5604395604395604,0.3438735177865612,0
1,0.6739130434782608,0.6049382716049401,0.16239813736903386,0.5233516483516483,0.5533596837944663,0
2,0.8043478260869552,0.7777777777777768,0.18393480791618166,0.5178571428571428,0.2569169960474308,0
1,0.77173913043478,0.7037037037036997,0.17869615832363217,0.5686813186813187,0.1818181818181818,0
1,0.46739130434782794,0.40740740740740744,0.33061699650756704,0.30631868131868134,0.5770750988142292,0
0,0.7499999999999987,0.7160493827160481,0.18684516880093138,0.4739010989010988,0.13833992094861658,0
1,0.35869565217391486,0.40740740740740744,0.18218859138533183,0.5082417582417581,0.023715415019762844,0
1,0.3152173913043459,0.2592592592592613,0.25087310826542497,0.37637362637362637,0.683794466403162,0
0,0.7934782608695676,0.5802469135802433,0.11466821885913858,0.8653846153846153,0.3162055335968379,2
0,0.5652173913043472,0.6666666666666687,0.220605355064028,0.4587912087912089,0.02766798418972332,0
2,0.8260869565217366,0.8395061728395046,0.11001164144353903,0.7032967032967032,0.04743083003952569,5
0,0.38043478260869623,0.41975308641975584,0.17986030267753206,0.5302197802197801,0.6245059288537549,0
0,0.3152173913043459,0.2716049382716026,0.22293364377182778,0.44230769230769235,0.7351778656126482,0
1,0.8369565217391304,0.8395061728395046,0.2526193247962748,0.41071428571428575,0.533596837944664,0
0,0.26086956521738935,0.4814814814814836,0.21012805587892902,0.4313186813186814,0.6047430830039525,0
0,0.7934782608695676,0.7530864197530871,0.27357392316647267,0.42994505494505497,0.06719367588932806,0
0,0.4130434782608714,0.5061728395061742,0.13387660069848661,0.7087912087912087,0.8577075098814229,3
0,0.7934782608695676,0.7777777777777768,0.29452852153667064,0.39010989010989017,0.27667984189723316,0
1,0.7499999999999987,0.7037037037036997,0.13387660069848661,0.5961538461538461,0.7984189723320158,0
0,0.0,0.0,0.17869615832363217,0.6483516483516483,0.7391304347826086,0
0,0.2065217391304328,0.37037037037036935,0.2916181606519209,0.3695054945054945,0.2845849802371541,0
1,0.9021739130434807,0.7777777777777768,0.27764842840512227,0.43818681318681324,0.3201581027667984,0
1,0.34782608695652106,0.4567901234567868,0.20605355064027941,0.5989010989010989,0.07905138339920947,0
1,0.8369565217391304,0.8641975308641952,0.22409778812572767,0.43956043956043955,0.48221343873517786,0
1,0.8369565217391304,0.8148148148148149,0.29452852153667064,0.35302197802197804,0.43083003952569165,0
1,0.8369565217391304,0.8024691358024665,0.05180442374854488,0.9271978021978021,0.48221343873517786,2
0,0.33695652173912727,0.35802469135802717,0.2566938300349244,0.4285714285714286,0.40711462450592883,0
0,0.7934782608695676,0.6543209876543203,0.2863795110593714,0.46978021978021983,0.3913043478260869,0
0,0.34782608695652106,0.3086419753086407,0.0774155995343423,0.8585164835164835,0.1660079051383399,2
1,0.7934782608695676,0.5555555555555536,0.8777648428405121,0.09615384615384616,0.3320158102766798,2
0,0.7934782608695676,0.7160493827160481,0.15948777648428414,0.7692307692307692,0.6679841897233201,2
0,0.6086956521739104,0.5308641975308639,0.830616996507567,0.135989010989011,0.8181818181818181,0
0,0.46739130434782794,0.6419753086419719,0.03550640279394646,0.8434065934065934,0.826086956521739,3
0,0.7499999999999987,0.67901234567901,0.2689173457508731,0.44230769230769235,0.6679841897233201,0
2,0.26086956521738935,0.3209876543209891,0.18626309662398144,0.510989010989011,0.3992094861660079,0
0,0.3043478260869583,0.35802469135802717,0.2270081490104774,0.5302197802197801,0.05533596837944664,0
0,0.4130434782608714,0.5308641975308639,0.11583236321303847,0.721153846153846,0.8023715415019762,3
0,0.7391304347826111,0.7037037037036997,0.4196740395809081,0.25961538461538464,0.7667984189723319,0
0,0.3043478260869583,0.2469135802469129,0.2887077997671712,0.326923076923077,0.5731225296442687,0
0,0.34782608695652106,0.35802469135802717,0.20605355064027941,0.45467032967032966,0.20948616600790512,0
1,0.3913043478260838,0.5432098765432123,0.22526193247962756,0.5054945054945055,0.6956521739130435,0
0,0.3043478260869583,0.3333333333333304,0.15599534342258448,0.5892857142857143,0.40711462450592883,0
0,0.6413043478260856,0.5185185185185155,0.47497089639115264,0.2184065934065934,0.6679841897233201,0
1,0.8695652173913055,0.7530864197530871,0.1589057043073342,0.5645604395604394,0.24110671936758893,0
0,0.4891304347826093,0.43209876543209713,0.2351571594877765,0.4340659340659341,0.6245059288537549,0
2,0.5434782608695659,0.5185185185185155,0.13154831199068684,0.5892857142857143,0.8300395256916996,4
1,0.586956521739129,0.4691358024691352,0.3899883585564611,0.2898351648351648,0.2608695652173913,0
0,0.7499999999999987,0.7530864197530871,0.4732246798603027,0.24725274725274726,0.14229249011857706,0
0,0.5652173913043472,0.67901234567901,0.05937136204889415,0.875,0.8221343873517786,3
0,0.6086956521739104,0.7777777777777768,0.18917345750873116,0.4793956043956044,0.8577075098814229,0
0,0.44565217391304035,0.43209876543209713,0.23050058207217705,0.4835164835164835,0.10276679841897232,0
1,0.35869565217391486,0.4567901234567868,0.16996507566938301,0.5494505494505494,0.5454545454545454,0
1,0.9130434782608683,0.9012345679012332,0.1752037252619325,0.49587912087912084,0.541501976284585,0
0,0.8804347826086931,0.8888888888888848,0.12863795110593723,0.6909340659340659,0.43083003952569165,0
2,0.2065217391304328,0.34567901234567877,0.7403958090803261,0.1401098901098901,0.6561264822134387,0
1,0.423913043478259,0.38271604938271775,0.08498253783469156,0.6689560439560439,0.7628458498023715,0
1,0.6847826086956545,0.6049382716049401,0.22409778812572767,0.48214285714285715,0.0,0
0,0.7282608695652173,0.5802469135802433,0.09778812572759032,0.7472527472527473,0.43478260869565216,1
2,0.8043478260869552,0.6296296296296306,0.06228172293364387,0.7032967032967032,0.09881422924901186,1
0,0.2065217391304328,0.3209876543209891,0.23341094295692666,0.37637362637362637,0.24901185770750986,0
0,0.8913043478260869,0.7777777777777768,0.11525029103608853,0.6964285714285714,0.11857707509881422,1
1,0.77173913043478,0.5432098765432123,0.20488940628637953,0.45054945054945056,0.38339920948616596,0
0,0.34782608695652106,0.3086419753086407,0.0774155995343423,0.8585164835164835,0.1660079051383399,2
2,0.423913043478259,0.39506172839505904,0.3166472642607684,0.31043956043956045,0.37549407114624506,0
0,0.7173913043478235,0.4814814814814836,0.1618160651920839,0.5412087912087912,0.8893280632411067,0
0,0.23913043478260798,0.35802469135802717,0.12339930151338774,0.6826923076923076,0.758893280632411,0
0,0.33695652173912727,0.2716049382716026,0.1618160651920839,0.5700549450549449,0.0909090909090909,0
1,0.7282608695652173,0.6666666666666687,0.3498253783469151,0.30494505494505497,0.03952569169960474,0
0,0.8695652173913055,0.7037037037036997,0.19150174621653093,0.5796703296703296,0.924901185770751,4
1,0.9565217391304373,0.9382716049382713,0.1816065192083819,0.4752747252747253,0.2845849802371541,0
0,0.8913043478260869,0.8888888888888848,0.1938300349243307,0.5521978021978021,0.5059288537549407,0
0,0.2826086956521707,0.39506172839505904,0.130966239813737,0.5054945054945055,0.17786561264822134,0
0,0.5326086956521721,0.7283950617283965,0.19324796274738076,0.4835164835164835,0.6877470355731224,0
0,0.5326086956521721,0.5432098765432123,0.15832363213038425,0.6497252747252747,0.16205533596837943,0
0,0.2065217391304328,0.3333333333333304,0.1711292200232829,0.6510989010989011,0.40316205533596833,0
0,0.5217391304347845,0.7037037037036997,0.2863795110593714,0.3791208791208791,0.15019762845849802,0
